video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=JNT_RdOF1vI&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@BloombergTechnology,Bloomberg Technology,"Tech Layoffs Surpass 250,000 in 2023",7.3K,1 month,"In total, more than 250000 workers at tech companies of all sizes were let go this year, according to job tracker Layoffs.fyi.",2024-01-28 07:59:22.634580
/watch?v=ANLV6RXO0kU&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CNBC,CNBC,"Why Amazon, Google and Microsoft Laid Off Thousands Of Tech Workers",456K,11 months,"Tech giants like Amazon, Google and Microsoft have laid off tens of thousands of workers in the past few months. After going on a ...",2024-01-28 07:59:22.636329
/shorts/GMr4OxtezAk,/@YahooFinance,Yahoo Finance,Tech industry layoffs continue despite increase in hiring in January 2023 jobs report,16K,11 months,"Yahoo Finance Reporter Alexandra Semenova discusses the apparent disconnect between the wave of recent tech layoffs, and ...",2024-01-28 07:59:22.652427
/watch?v=JPWasGuv0nE&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@KTVUFox2,KTVU FOX 2 San Francisco,"More tech job layoffs announced at Google, Amazon, and Snap",195K,2 months,"Some major tech companies announced another round of job cuts on Thursday. Google, Amazon and Snap are among the ...",2024-01-28 07:59:22.654274
/watch?v=9pPenGwUho4&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@ABCNews,ABC News,Tech companies announce layoffs,194K,2 weeks,"About a dozen major tech companies announced job cuts, including Amazon and Google's parent company, Alphabet.",2024-01-28 07:59:22.656098
/watch?v=yOL8bV1SoNY&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@YahooFinance,Yahoo Finance,"2023 tech layoffs: ‘We’re definitely not done yet,’ RecruitGyan Founder says",12K,9 months,2023 #youtube #tech #yahoofinance RecruitGyan Founder and CEO Neha Naik joins Yahoo Finance Live anchors Brad Smith ...,2024-01-28 07:59:22.663988
/watch?v=ngMimJgayTs&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@YahooFinance,Yahoo Finance,Salesforce is the latest tech company to announce layoffs,12K,1 day,"Salesforce (CRM) is planning further workforce reductions, according to a Wall Street Journal report. The company intends to cut ...",2024-01-28 07:59:22.676261
/watch?v=JmD9rohDnjQ&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CNBC,CNBC,Where Thousands Of Tech Workers Went After Mass Layoffs,904K,5 months,Tech companies shed more than 386000 jobs last year and in the first half of this year. And that number is climbing. But while ...,2024-01-28 07:59:22.678871
/watch?v=FVsGAoFlw20&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CNBCi,CNBC International,What’s going to happen to Big Tech’s laid off workers?,1.5M,11 months,Technology is part of our everyday lives and necessary for most societies to function. This increasing dependency has led to ...,2024-01-28 07:59:22.681591
/watch?v=oIs8J7H1fWY&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CNBC,CNBC,How Virtual Layoffs Became The New Normal For Workplaces,514K,8 months,"The rise of remote work during the Covid-19 pandemic has now brought about the rise of the virtual layoff. Last November, Meta ...",2024-01-28 07:59:29.108899
/watch?v=dvAb_xMAjns&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@indiatoday,India Today,"Tech Layoffs: Nearly 2,00,000 Employees Fired Worldwide In 2023",5.5K,8 months,"The layoffs in the IT sector do not seem to end. In just five months of 2023, nearly 200000 tech employees, ranging from ...",2024-01-28 07:59:29.111829
/shorts/23dOd139BY0,/@KING5Seattle,KING 5 Seattle,Why so many tech layoffs? 5 key reasons. #technology #tech #fyp #jakewhittenberg,14K,1 year,Why are these tech companies laying off so many employees let's try to get at this in one minute alphabet Google's parent ...,2024-01-28 07:59:29.114569
/shorts/wKTUrRbNTC0,/@DorianDevelops,Dorian Develops,"Tech layoffs turn ""Dream Jobs"" into nightmares..",124K,11 months,Receive 10% off at Zero To Mastery by using FRIENDS10 coupon code at checkout! My Resume & Cover Letter Bundle ...,2024-01-28 07:59:29.117158
/watch?v=lo1HRGl1CvE&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@jomakaze,Joma Tech,Let's talk about Tech Layoffs | tech news,1.4M,11 months,"I'm still playing around with the new format. I'm not sure what I want to do, but I know I want to talk about current events, especially ...",2024-01-28 07:59:29.120921
/watch?v=hnW83TFrpAI&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@Firstpost,Firstpost,Mass Layoff Wave: Why are Tech Companies Still Cutting Jobs? | Vantage with Palki Sharma,160K,3 days,Mass Layoff Wave: Why are Tech Companies Still Cutting Jobs? | Vantage with Palki Sharma America's leading newspaper Los ...,2024-01-28 07:59:29.123741
/shorts/AMUBk54wQ5s,/@YahooFinance,Yahoo Finance,🤔 Why did so many tech layoffs happen? #shorts,7.1K,9 months,IBM Vice Chairman Gary Cohn discusses his views on the current health of the technology sector. Cohn joined Yahoo Finance ...,2024-01-28 07:59:29.128252
/watch?v=ZpcegHqGLSY&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CNBCtelevision,CNBC Television,Google to layoff hundreds as big tech layoffs continue in 2024,224K,2 weeks,CNBC's Deirdre Bosa joins 'Money Movers' to discuss Google's recent round of layoffs and how AI is impacting these big tech ...,2024-01-28 07:59:29.135882
/shorts/ihHv5S8nOdQ,/@programmercouple,Kritika & Pranav | Programmer Couple,Why Tech Companies are Laying Off,200K,1 year,"shorts Tech companies usually over-hire during a boom in the economy. While this is great for developers, when the tide shifts, ...",2024-01-28 07:59:29.138443
/watch?v=yBdMZQL5Sqc&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CNBCtelevision,CNBC Television,Tech layoffs return as LinkedIn and Qualcomm announce job cuts,32K,3 months,Turn to CNBC TV for the latest stock market news and analysis. From market futures to live price updates CNBC is the leader in ...,2024-01-28 07:59:29.141680
/watch?v=FtvJAhr1jMw&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@KING5Seattle,KING 5 Seattle,"Amazon employees walk out over layoffs, return-to-work mandate",31K,7 months,"Amazon employees in South Lake Union walked off the job Wednesday upset over layoffs, a return-to-office mandate and the ...",2024-01-28 07:59:37.769675
/watch?v=1quaSCYG8FA&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@mirrornow,MIRROR NOW,Tech Layoffs 2023 | Is AI Stealing Your Job? | Skills To Acquire | Tech Jobs | Recession |Mirror Now,1.1K,8 months,"Tech Layoffs 2023 | Layoffs have been in the news for the last few months. 500 tech companies have sacked nearly 1,50000 ...",2024-01-28 07:59:37.776807
/watch?v=qxH_y_KpGJM&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CNBCtelevision,CNBC Television,"Layoffs are coming, says Recruiter.com's Evan Sohn",66K,2 months,Turn to CNBC TV for the latest stock market news and analysis. From market futures to live price updates CNBC is the leader in ...,2024-01-28 07:59:37.780555
/watch?v=HlFdT4iJm1I&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CNBCtelevision,CNBC Television,H-1B visa holders get hit by tech layoffs,41K,7 months,Turn to CNBC TV for the latest stock market news and analysis. From market futures to live price updates CNBC is the leader in ...,2024-01-28 07:59:37.787841
/watch?v=SSNijkNUL1g&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@USATODAY,USA TODAY,"Meta, Amazon, Twitter and more tech companies face mass layoffs | USA TODAY",4K,11 months,USA Today's reporter Elisabeth Buchwald breaks down what is happening with all of the mass layoffs in the tech industry.,2024-01-28 07:59:37.793271
/watch?v=ocJmsI315dI&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@abc7news,ABC7 News Bay Area,Here's how 1 Bay Area tech expert explains how Google layoffs will impact Silicon Valley,72K,1 year,Twelve thousand employees from Google's parent company Alphabet join the other tens of thousands recently cut from ...,2024-01-28 07:59:37.795774
/watch?v=ff0ZsT3mgic&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@RealChrisSean,Chris Sean,The Dark Truth Behind Tech Layoffs: What You Need to Know,14K,8 months,Thanks to Dice for sponsoring today's video. Check out all the incredible resources available to help you find a job during this time ...,2024-01-28 07:59:37.798381
/watch?v=maSpHNP6dc4&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@YahooFinance,Yahoo Finance,AI positions in high demand despite massive tech layoffs in 2023,1.1K,6 months,"techlayoffs #ai #yahoofinance There have been massive layoffs in the tech industry, but positions in AI are currently in high ...",2024-01-28 07:59:37.802646
/shorts/9zxlsWILG7Y,/@programmercouple,Kritika & Pranav | Programmer Couple,Massive Tech Layoffs 2022-2023,32K,1 year,We'll be waiting to catch up with a fellow techie:),2024-01-28 07:59:37.805610
/watch?v=od61I8Ks2KI&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@FoxBusiness,Fox Business,Here’s what’s behind massive tech layoffs,30K,11 months,Fox News contributor Jonas Max Ferris weighs in on the Fed raising interest rates for an eighth time and tech companies laying off ...,2024-01-28 07:59:37.808949
/watch?v=uxxwyGV4agw&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@Firstpost,Firstpost,Layoffs 2023: Why So Many Companies Could Be Cutting Jobs | Vantage with Palki Sharma,228K,6 months,Layoffs 2023: Why So Many Companies Could Be Cutting Jobs | Vantage with Palki Sharma Leading companies around the ...,2024-01-28 07:59:37.813017
/watch?v=xJV6OLnxOd8&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@NBCNews,NBC News,How Tech Workers Cope With Recent Layoffs,15K,1 year,Big tech companies are laying off workers by the thousands as more than 50000 employees were let go just last month.,2024-01-28 07:59:37.815751
/shorts/VHkdIRT6V1k,/@YahooFinance,Yahoo Finance,"Google joins in on tech layoffs as Alphabet plans to cut 12,000 workers",31K,1 year,"alphabet #youtubeshorts #google Google parent company Alphabet plans to cut 12000, becoming the latest big name to join the ...",2024-01-28 07:59:37.819410
/shorts/63rHwbs0Qzw,/@wallstreetoasis,Wall Street Oasis,Google Layoffs #techlayoff #Google #shorts,139K,11 months,... no one was consulted on this decision and everyone was just finding out about the layoffs at the same time it just felt like a really ...,2024-01-28 07:59:37.822475
/watch?v=j5KBLBZxkdU&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@WION,WION,Tech layoffs to continue in 2024? | Global News | Tech News | WION,4.2K,3 weeks,"Tech industry overshadowed by cloud of layoffs. Around 260000 people lost their jobs globally, says report. Watch the video to get ...",2024-01-28 07:59:37.825403
/watch?v=8bq9ZQ5NLL4&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@ABCNews,ABC News,Major company layoffs to start 2024,94K,7 days,"While more Americans are feeling positive about the economy, layoffs from several companies are providing some warning signs.",2024-01-28 07:59:37.828447
/watch?v=JYVMuWGCtK4&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@wsj,The Wall Street Journal,"Amazon, Netflix, Meta: Why Big Tech Is Facing Massive Layoffs | WSJ",1.5M,1 year,Illustration: Adele Morgan 0:00 Tech company layoffs 0:36 Covid's effect 1:34 Employee hiring spree 2:18 Post-covid 3:20 Layoff ...,2024-01-28 07:59:37.831907
/watch?v=fX8xUwW2TjQ&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@wsj,The Wall Street Journal,Why Tech Layoffs Don’t Reflect the Job Market | WSJ,185K,1 year,The tech sector has cut about 50000 jobs in November. The recent headlines about tech layoffs don't seem to match broader ...,2024-01-28 07:59:37.834975
/watch?v=xBBvt9yLcMY&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@cbssf,KPIX | CBS NEWS BAY AREA,Continued tech layoffs take toll on Bay Area workforce,15K,2 days,Jose Martinez spoke with a tech worker who lost her job in a previous layoff cycle to learn how her view of the industry and her life ...,2024-01-28 07:59:45.820625
/shorts/Vb489WqWQEs,/@Firstpost,Firstpost,The Great Layoff: Thousands of Indian Tech Workers Are Now Jobless | Vantage with Palki Sharma,358K,10 months,The Great Layoff: Thousands of Indian Tech Workers Are Now Jobless | Vantage with Palki Sharma More than 200000 tech ...,2024-01-28 07:59:45.822840
/watch?v=KEl9TOD14N8&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@RealChrisSean,Chris Sean,I Got Laid Off... Again (Working in Tech Is Hard),121K,3 months,So... I've been laid off for the second time in tech. This sucks but to be honest... I know I'll get through this. Timestamps: 0:00 - Intro ...,2024-01-28 07:59:45.824755
/watch?v=yt02XmfGjGE&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@WION,WION,Gravitas: Tech companies are laying off employees: Here's Why,30K,2 weeks,"2024 is going to be a bleak year for job-seekers. A number of tech companies like Amazon, Google & Meta are laying off scores of ...",2024-01-28 07:59:45.826194
/watch?v=lsU0AK1e3BY&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@BloombergTechnology,Bloomberg Technology,Tech Layoffs | Bloomberg Technology 01/04/2023,30K,1 year,"""Bloomberg Technology"" is our daily news program focused exclusively on technology, innovation and the future of business ...",2024-01-28 07:59:45.827657
/watch?v=Sk7VF-sZTfU&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@Designalily,Designalily,How tech companies are secretly laying people off,1.1K,6 months,"There's public mass layoffs, and then there's hidden layoffs disguised as performance plans. ⭐ Subscribe for product design, tech ...",2024-01-28 07:59:45.828967
/watch?v=3JxXdtpBqHo&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@markets,Bloomberg Television,Big Tech Earnings Ahead After Round of Layoffs,12K,9 months,"Alphabet, Meta Platforms, Intel and Apple are among the big tech companies reporting earnings this week. Facebook parent ...",2024-01-28 07:59:45.830287
/watch?v=DqshhCRMf_4&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@Firstpost,Firstpost,2024: Another Year of Mass Layoffs? | Between the Lines with Palki Sharma,498K,6 days,2024: Another Year of Mass Layoffs? | Between the Lines with Palki Sharma 2023 was called the year of mass layoffs. 2024 is off ...,2024-01-28 07:59:45.831678
/watch?v=LaJVp06jZms&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@YahooFinance,Yahoo Finance,Google CEO warns employees of imminent 2024 job cuts,16K,9 days,"In a memo, Alphabet (GOOG, GOOGL) CEO Sundar Pichai warned employees of additional job cuts to come in 2024, after laying ...",2024-01-28 07:59:45.833096
/shorts/8NKPVlYcBxI,/@ApnaCollegeOfficial,Apna College,Why are Layoffs happening?,395K,1 year,"shorts Are you worried about placements/internships? Want to prepare for companies like Microsoft, Amazon & Google?",2024-01-28 07:59:45.834497
/watch?v=TKVMY8SPx9E&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@12NewsAZ,12 News,"Big tech companies announcing big layoffs, Intel is next",6.6K,11 months,"With more than 12000 employees in the Valley, Intel is expected to cut pay by 5% for most, stop merit raises and cut matching 401 ...",2024-01-28 07:59:45.835758
/shorts/gjB56gDHrsI,/@YahooFinance,Yahoo Finance,Google CEO defends layoff decision in company town hall,19K,1 year,"alphabet #google #layoffs #youtubeshorts #yahoofinance In a recent company town-hall, Google CEO Sundar Pichai defended ...",2024-01-28 07:59:45.837174
/watch?v=qvQxHfLVKPU&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@YahooFinance,Yahoo Finance,Tech job cuts lead layoffs announced in H1 2023: Reporter,3.3K,6 months,"techjobs #labormarket #yahoofinance As economists brace for the June jobs report due out Friday, ADP reported private-sector ...",2024-01-28 07:59:45.838866
/watch?v=j6DG1NqgkSU&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@t3dotgg,Theo - t3․gg,The Reality Of Tech Jobs in 2024,167K,1 month,"The chaos around the tech industry and job hunting right now is crazier than ever. If you're looking for a new role, or even a first ...",2024-01-28 07:59:45.840196
/shorts/tI1i04Jz7tY,/@YahooFinance,Yahoo Finance,Will corporate layoffs get worse?,5.7K,1 year,Charles Schwab Chief Investment Strategist Liz Ann Sonders gives her perspective on the ongoing corporate layoffs and how ...,2024-01-28 07:59:45.841596
/watch?v=vPYjGjkLBTk&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@KVUETV,KVUE,Dell cuts 6K jobs in latest tech layoff trend | KVUE,10K,11 months,"Leaders with Dell, which has offices in Central Texas, say the ""challenging global economic environment"" is the reason behind ...",2024-01-28 07:59:45.842962
/watch?v=DPRF7szFQeM&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CTVNews,CTV News,"JOB CUTS | Telus announces 6,000-person layoff",10K,5 months,The Vancouver-based telecommunications company says the cut includes 4000 workers at its main Telus business and another ...,2024-01-28 07:59:45.844340
/watch?v=wCPGspNtiQI&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CreatedByKC,Created By KC,"Tech Stocks Are Up, Why Are There Still Layoffs?",10K,10 days,✉️c o n t a c t ✉️ If you'd like to sponsor/contact/work together on a video: **kc2093.inquiries@gmail.com** ✏️Citations✏️ ...,2024-01-28 07:59:45.845505
/watch?v=DLbkmJMQHVY&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@tech_with_moss,Tech and Beyond With Moss,Why The Tech Layoffs Aren't Over in 2024 | The Harsh Tech Job Market,5K,3 months,In this video I talk about why I believe there will be additional layoffs in the tech industry and briefly discuss how you can be ...,2024-01-28 07:59:45.847414
/watch?v=HBcIDEb5fVs&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@businessstandard,Business Standard,Is there an end in sight for tech layoffs?,32K,6 months,Techies in India are facing a challenging time as layoffs continue. Over 10000 of them have lost their jobs so far this year.,2024-01-28 07:59:54.808649
/watch?v=tawaJrSpdGM&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@France24_en,FRANCE 24 English,Bloodbath of layoffs in tech sector continues into 2023 • FRANCE 24 English,5.5K,1 year,"Amazon and Salesforce are the latest big names to slash thousands of jobs, joining over a thousand more tech companies to ...",2024-01-28 07:59:54.813713
/watch?v=kTs8YHlIpDs&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@dwnews,DW News,"Why have tech firms fired 200,000 people? | DW Business",571K,1 year,The biggest names in tech are planning major layoffs as they shift their strategies to react to new realities. Since the start of 2023 ...,2024-01-28 07:59:54.826429
/watch?v=nSgCXtUoVDc&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CNBC-TV18,CNBC-TV18,Will The Tech Layoff Wave Put Indian Tech Employees At Risk? | CNBC-TV18,8.6K,10 months,"Global tech companies, like Meta & Amazon, have laid off a large number of employees. Will the tech layoff wave put Indian tech ...",2024-01-28 07:59:54.833014
/watch?v=le5i4ndMYco&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@YahooFinance,Yahoo Finance,"Big Tech layoffs: ‘This is not the end of technology,’ Salesforce co-CEO says",2K,9 months,tech #youtube #stockmarket #yahoofinance Former Salesforce Co-CEO Keith Block joins Yahoo Finance Live anchors Brian ...,2024-01-28 07:59:54.841174
/watch?v=Qqp0UTvmfpk&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@PavanSathiraju,Pavan Sathiraju,Tech Layoffs 2024 - 5 Red Flags That TRIGGERED Google & Amazon Layoffs | Recession 2024 #layoffs,41K,13 days,***** Follow me here LinkedIn - https://www.linkedin.com/in/pavan-sathiraju/ Instagram ...,2024-01-28 07:59:54.845197
/watch?v=2h7Oczo4cRM&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@CNBCInternationalTV,CNBC International TV,Infosys founder Narayana Murthy on U.S. tech layoffs,86K,9 months,Infosys founder Narayana Murthy says that a U.S. downturn creates an opportunity for India and its IT industry because countries ...,2024-01-28 07:59:54.851357
/watch?v=2PpcAl7ymIc&pp=ygUZdGVjaCBjb21wYW55IGxheW9mZnMgMjAyMw%3D%3D,/@YahooFinance,Yahoo Finance,Why the tech sector has suffered massive layoffs,30K,4 days,"Tencent's Riot Games (TCEHY, 0700.HK) announced it will lay off 11% of its staff, about 530 employees. The company joins a list ...",2024-01-28 07:59:54.855132
